"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"721. ","Bertucci's Italian Restaurant","(617) 327-0898","https://www.yellowpages.com/chestnut-hill-ma/mip/bertuccis-italian-restaurant-16202222","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTgwOC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","683 Vfw Pkwy","Chestnut Hill","MA","02467","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"722. ","Hong Kong Restaurant","(617) 864-5311","https://www.yellowpages.com/cambridge-ma/mip/hong-kong-restaurant-474256934","Chinese Restaurants,Cocktail Lounges,Asian Restaurants","http://www.hongkongharvard.com","","1238 Massachusetts Ave","Cambridge","MA","02138","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"723. ","Margaritas Mexican Restaurant","(339) 221-5410","https://www.yellowpages.com/medford-ma/mip/margaritas-mexican-restaurant-457738023","Latin American Restaurants,Mexican Restaurants,Restaurants","https://www.margs.com/locations/massachusetts/medford","","75 Station Lndg","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"724. ","Son and Daughters Restaurant Consulting","(781) 480-3833","https://www.yellowpages.com/malden-ma/mip/son-and-daughters-restaurant-consulting-456500860","Restaurants","","","19 Cedar St","Malden","MA","02148","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"725. ","The View Restaurant and Tavern","(617) 770-2500","https://www.yellowpages.com/quincy-ma/mip/the-view-restaurant-and-tavern-452874645","Bars,Family Style Restaurants,Caterers","http://www.theviewrestaurantandtavern.com","","357 W Squantum St","Quincy","MA","02171","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"726. ","Restaurant Mama Blanca","(617) 387-0033","https://www.yellowpages.com/everett-ma/mip/restaurant-mama-blanca-6046802","Bar & Grills,Bars,Family Style Restaurants","http://www.restaurantelafinca.com","","37 Norwood St","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"727. ","Tommy Doyles Irish Pub and Restaurant","(617) 764-1113","https://www.yellowpages.com/somerville-ma/mip/tommy-doyles-irish-pub-and-restaurant-461334065","Irish Restaurants,Family Style Restaurants,Taverns","","","531 Medford St","Somerville","MA","02145","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"728. ","Jade 3 Restaurant","(617) 944-9198","https://www.yellowpages.com/everett-ma/mip/jade-3-restaurant-473283926","Asian Restaurants,Chinese Restaurants,Family Style Restaurants","http://www.jade3.com/jade_3_everett","","338 Ferry St","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"729. ","Hua Xia Chinese Restaurant","(617) 387-9638","https://www.yellowpages.com/everett-ma/mip/hua-xia-chinese-restaurant-1434180","Chinese Restaurants,Family Style Restaurants,Asian Restaurants","","","354 Ferry St","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
"730. ","Anthony's Restaurant","(781) 324-8900","https://www.yellowpages.com/malden-ma/mip/anthonys-restaurant-7938992","Caterers,Bartending Service,Family Style Restaurants","http://www.anthonysofmalden.com","","105 Canal St","Malden","MA","02148","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=25"
