"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1591. ","Hola Restaurante & Tequila Bar","(508) 460-2058","https://www.yellowpages.com/southborough-ma/mip/hola-restaurante-tequila-bar-540911453","Mexican Restaurants,Latin American Restaurants,Restaurants","http://www.visithola.com","","154 Turnpike Rd","Southborough","MA","01772","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1592. ","Tomasso Restaurant Inc","(508) 481-8484","https://www.yellowpages.com/southborough-ma/mip/tomasso-restaurant-inc-550039987","Family Style Restaurants,Italian Restaurants,Restaurants","http://tomassotrattoria.com","","154 Turnpike Rd Ste 140","Southborough","MA","01772","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1593. ","United Restaurant Equipment","(978) 453-7223","https://www.yellowpages.com/lowell-ma/mip/united-restaurant-equipment-469506410","Restaurant Equipment & Supply-Wholesale & Manufacturers,Restaurant Equipment & Supplies","http://unitedrestaurant.com","","297 Central St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1594. ","Bishop's Legacy Restaurant","(978) 686-4482","https://www.yellowpages.com/lowell-ma/mip/bishops-legacy-restaurant-505236113","Family Style Restaurants,Restaurants","","","143 E Merrimack St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1595. ","Alpha Restaurants","(978) 441-0045","https://www.yellowpages.com/lowell-ma/mip/alpha-restaurants-11384746","Family Style Restaurants,Restaurants","","","19 Hurd St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1596. ","Abu Nawas Restaurant","(978) 710-7516","https://www.yellowpages.com/lowell-ma/mip/abu-nawas-restaurant-469341540","Asian Restaurants,Restaurants","","","19 Hurd St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1597. ","Babylon Restaurant","(978) 710-4278","https://www.yellowpages.com/lowell-ma/mip/babylon-restaurant-537342404","Family Style Restaurants,Restaurants","http://babylonrestaurant.com","","25 E Merrimack St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1598. ","New Happiness Restaurant","(978) 710-5243","https://www.yellowpages.com/lowell-ma/mip/new-happiness-restaurant-480241318","Grocery Stores,General Merchandise","https://www.santoroslowellma.com","","6 Branch St","Lowell","MA","01851","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1599. ","Phnom Penh Restaurant","(978) 275-0999","https://www.yellowpages.com/lowell-ma/mip/phnom-penh-restaurant-4804903","Asian Restaurants,Restaurants","","","309 Westford St","Lowell","MA","01851","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1600. ","Jasmine Fastfood Restaurant","(978) 454-7014","https://www.yellowpages.com/lowell-ma/mip/jasmine-fastfood-restaurant-482436432","Fast Food Restaurants,Restaurants","","","327 Westford St","Lowell","MA","01851","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1601. ","Patrick's Harborview Restaurant","(781) 837-1703","https://www.yellowpages.com/marshfield-ma/mip/patricks-harborview-restaurant-503011385","Family Style Restaurants,Restaurants","","","93 Central Ave","Marshfield","MA","02050","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1602. ","The Point Restaurant","(781) 837-1000","https://www.yellowpages.com/marshfield-ma/mip/the-point-restaurant-527953171","American Restaurants,Bars,Seafood Restaurants","http://www.thepointrestaurantmarshfield.com","","93 Central Ave","Marshfield","MA","02050","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1603. ","Christina's Restaurant","(781) 829-9001","https://www.yellowpages.com/pembroke-ma/mip/christinas-restaurant-2687972","Italian Restaurants,Italian Grocery Stores,Family Style Restaurants","http://www.christinasrestaurantpembroke.com","","460 Washington St","Pembroke","MA","02359","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1604. ","The Meadowbrook Restaurant","(781) 293-7900","https://www.yellowpages.com/hanson-ma/mip/the-meadowbrook-restaurant-469339851","American Restaurants,Bars,Night Clubs","http://www.meadowbrookhanson.com","","1486 Main St","Hanson","MA","02341","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1605. ","A Family Affair Restaurant & Catering","(978) 459-7070","https://www.yellowpages.com/lowell-ma/mip/a-family-affair-restaurant-catering-474698535","Family Style Restaurants,Caterers,Restaurants","","","491 Dutton St","Lowell","MA","01854","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1606. ","Mogador Restaurant","(978) 655-3740","https://www.yellowpages.com/lowell-ma/mip/mogador-restaurant-474599612","Family Style Restaurants,Restaurants","","","126 Merrimack St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1607. ","Carbone's Restaurant","(508) 485-9824","https://www.yellowpages.com/marlborough-ma/mip/carbones-restaurant-462793424","Family Style Restaurants,Restaurants","","","Marlborough 01752","Marlborough","MA","01752","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1608. ","Rossini's Pizzzeria & Restaurant","(508) 281-6559","https://www.yellowpages.com/marlborough-ma/mip/rossinis-pizzzeria-restaurant-16580122","Restaurants","","","203 E Main St","Marlborough","MA","01752","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1609. ","Chapa Quente Restaurant","(508) 481-0230","https://www.yellowpages.com/marlborough-ma/mip/chapa-quente-restaurant-456363569","Family Style Restaurants,Bakeries,Restaurants","","","201 E Main St","Marlborough","MA","01752","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1610. ","Icelso Vegetarian Restaurant","(978) 984-7026","https://www.yellowpages.com/lawrence-ma/mip/icelso-vegetarian-restaurant-550714720","Family Style Restaurants,Restaurants","","","313 S Broadway","Lawrence","MA","01843","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1611. ","Tiki Lau Restaurant Inc","(978) 486-4688","https://www.yellowpages.com/westford-ma/mip/tiki-lau-restaurant-inc-15921103","Chinese Restaurants,Asian Restaurants,Restaurants","","","355 Littleton Rd","Westford","MA","01886","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1612. ","Bon Sabor Restaurant","(978) 221-6281","https://www.yellowpages.com/lowell-ma/mip/bon-sabor-restaurant-475838640","Restaurants","","","430 Bridge St","Lowell","MA","01850","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1613. ","Delish Restaurant & Bar","(978) 323-0515","https://www.yellowpages.com/lowell-ma/mip/delish-restaurant-bar-533358092","Bars,Bar & Grills,Restaurants","","","61 Merrimack Plz","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1614. ","Ole Restaurant","(978) 735-4470","https://www.yellowpages.com/lowell-ma/mip/ole-restaurant-473510300","Family Style Restaurants,Restaurants","","","76 Merrimack Plz","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1615. ","Cavallo Restaurant and Diner","(978) 258-5229","https://www.yellowpages.com/lawrence-ma/mip/cavallo-restaurant-and-diner-533040847","American Restaurants,Family Style Restaurants,Restaurants","","","297 S Broadway","Lawrence","MA","01843","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1616. ","Los Vecinos Restaurant & Market","(978) 455-1008","https://www.yellowpages.com/lowell-ma/mip/los-vecinos-restaurant-market-471830432","Family Style Restaurants,Restaurants","","","462 Bridge St","Lowell","MA","01850","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1617. ","Cedar Crest Restaurant","(978) 683-9559","https://www.yellowpages.com/lawrence-ma/mip/cedar-crest-restaurant-469380374","American Restaurants,Bars,Sandwich Shops","","","585 Chickering Rd","Lawrence","MA","01843","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1618. ","T & M Restaurant","(978) 453-5641","https://www.yellowpages.com/lowell-ma/mip/t-m-restaurant-712695","Family Style Restaurants,Restaurants","","","478 Merrimack St","Lowell","MA","01854","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1619. ","Timbo Restaurant","(978) 453-2873","https://www.yellowpages.com/chelmsford-ma/mip/timbo-restaurant-4755281","Chinese Restaurants,Asian Restaurants,Restaurants","http://www.timbo.com","","83 Parkhurst Rd Unit 11","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
"1620. ","Shadi's Restaurant","(978) 683-9559","https://www.yellowpages.com/north-andover-ma/mip/shadis-restaurant-467738234","Bars,American Restaurants,Mediterranean Restaurants","http://www.shadisrestaurant.com","","585 Chickering Rd","North Andover","MA","01845","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=54"
