"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"541. ","Chinatown Express Restaurant","(617) 298-1850","https://www.yellowpages.com/mattapan-ma/mip/chinatown-express-restaurant-11452593","Chinese Restaurants,Asian Restaurants,Family Style Restaurants","","","79 River St","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"542. ","Daa Restaurant Group","(617) 942-2068","https://www.yellowpages.com/roslindale-ma/mip/daa-restaurant-group-531166617","Family Style Restaurants,Restaurants","","","634 Hyde Park Ave","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"543. ","Montana Restaurant","(617) 298-7933","https://www.yellowpages.com/mattapan-ma/mip/montana-restaurant-468043568","Family Style Restaurants,Restaurants","","","473 River St","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"544. ","Buttercup Doughnut Shop & Restaurant","(617) 298-9575","https://www.yellowpages.com/mattapan-ma/mip/buttercup-doughnut-shop-restaurant-8036212","Donut Shops","","","1638 Blue Hill Ave","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"545. ","Bani Restaurant","(617) 469-0294","https://www.yellowpages.com/roslindale-ma/mip/bani-restaurant-3501568","Latin American Restaurants,Pizza,Family Style Restaurants","","","4541 Washington St","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"546. ","Westbury Restaurant","(617) 469-8186","https://www.yellowpages.com/west-roxbury-ma/mip/westbury-restaurant-463039066","American Restaurants,Coffee Shops,Family Style Restaurants","","","1836 Centre St","West Roxbury","MA","02132","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"547. ","Restaurant & Business Alliance","(617) 922-1824","https://www.yellowpages.com/allston-ma/mip/restaurant-business-alliance-484272084","","http://www.restaurantandbusinessalliance.com","","47 Harvard Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"548. ","Billy Tse's Restaurant","(781) 286-2882","https://www.yellowpages.com/revere-ma/mip/billy-tses-restaurant-4574095","Asian Restaurants,Chinese Restaurants,Take Out Restaurants","http://www.billytse-revere.com","1","441 Revere St","Revere","MA","02151","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"549. ","China Sea Restaurant Inc","(617) 298-2421","https://www.yellowpages.com/mattapan-ma/mip/china-sea-restaurant-inc-7194686","Chinese Restaurants,Seafood Restaurants,Family Style Restaurants","https://www.manta.com/c/mm5rgjz/china-sea-restaurant-inc","1","1202 Blue Hill Ave","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"550. ","Acapulco Restaurant","(617) 524-4328","https://www.yellowpages.com/jamaica-plain-ma/mip/acapulco-restaurant-523106","Mexican Restaurants,Take Out Restaurants,Latin American Restaurants","http://www.acapulcorestaurantsonline.com","2","464 Centre St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"551. ","D'Parma Restaurant","(617) 846-5867","https://www.yellowpages.com/winthrop-ma/mip/dparma-restaurant-11767783","Italian Restaurants,Thai Restaurants,Take Out Restaurants","http://www.dparmarestaurant.com/?y_source=1_MTg0Mjg5MTQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","1","467 Shirley St","Winthrop","MA","02152","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"552. ","Osaka Japanese Restaurant","(617) 732-0088","https://www.yellowpages.com/brookline-ma/mip/osaka-japanese-restaurant-466934151","Sushi Bars,Japanese Restaurants,Steak Houses","http://www.osakabrookline.com","","14 Green St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"553. ","Margaritas Mexican Restaurant","(781) 289-8249","https://www.yellowpages.com/revere-ma/mip/margaritas-mexican-restaurant-467350563","Mexican Restaurants,Latin American Restaurants,Caterers","http://www.margs.com/locations/massachusetts/revere","","85 American Legion Hwy","Revere","MA","02151","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"554. ","San Lorenzo’s Restaurant","(617) 427-1211","https://www.yellowpages.com/roxbury-ma/mip/san-lorenzos-restaurant-3404422","Take Out Restaurants","","","194 Blue Hill Ave","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"555. ","Plaza Mexico Restaurant and Bar","(617) 884-7981","https://www.yellowpages.com/chelsea-ma/mip/plaza-mexico-restaurant-and-bar-2646618","Spanish Restaurants,Mexican Restaurants,Cuban Restaurants","","","170 Washington Ave","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"556. ","Mama Blanca Restaurant","(617) 561-6400","https://www.yellowpages.com/east-boston-ma/mip/mama-blanca-restaurant-451810299","Family Style Restaurants,Restaurants","http://mamablancarestaurant.com","","1045 Saratoga St","East Boston","MA","02128","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"557. ","Korean Garden Restaurant","(617) 562-8288","https://www.yellowpages.com/allston-ma/mip/korean-garden-restaurant-5504274","Korean Restaurants,Asian Restaurants,Restaurants","http://www.koreangardenboston.com","","122 Harvard Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"558. ","Tokyo City Restaurant","(617) 789-3663","https://www.yellowpages.com/allston-ma/mip/tokyo-city-restaurant-1748387","Family Style Restaurants,Restaurants","http://ticketsofboston.com","","90 Harvard Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"559. ","Corte Nuvo Restaurant","(617) 825-9902","https://www.yellowpages.com/dorchester-ma/mip/corte-nuvo-restaurant-9889511","Family Style Restaurants,Restaurants","","","148 Bowdoin St","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"560. ","El Embajador Restaurant","(617) 524-6812","https://www.yellowpages.com/jamaica-plain-ma/mip/el-embajador-restaurant-15535532","Latin American Restaurants,Family Style Restaurants,Take Out Restaurants","http://elembajador.dinehere.us","","3371 Washington St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"561. ","Levi's Restaurant","(617) 265-1618","https://www.yellowpages.com/dorchester-ma/mip/levis-restaurant-462827314","Indian Restaurants,Family Style Restaurants,Caribbean Restaurants","http://www.facebook.com/Levis323","","323 Washington St","Dorchester","MA","02121","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"562. ","Phillips Old Colony House Restaurant","(617) 282-7700","https://www.yellowpages.com/dorchester-ma/mip/phillips-old-colony-house-restaurant-495735","Family Style Restaurants,Caterers,Banquet Halls & Reception Facilities","http://phillipsboston.com","","780 William T Morrissey Blvd","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"563. ","Stellar Restaurant Group","(617) 739-0340","https://www.yellowpages.com/brighton-ma/mip/stellar-restaurant-group-466418564","Family Style Restaurants,Restaurants","http://www.thewrap.com","","1940 Beacon St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"564. ","Sweet Pepper Restaurant","(617) 779-7229","https://www.yellowpages.com/brighton-ma/mip/sweet-pepper-restaurant-14654182","Vegetarian Restaurants,Thai Restaurants,Asian Restaurants","","","559 Washington St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"565. ","China Sky Restaurant","(617) 282-4790","https://www.yellowpages.com/dorchester-center-ma/mip/china-sky-restaurant-11242665","Chinese Restaurants,Asian Restaurants,Family Style Restaurants","http://www.thechinasky.com","","784 Adams St","Dorchester Center","MA","02124","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"566. ","Las Palmas Restaurant","(617) 323-3339","https://www.yellowpages.com/roslindale-ma/mip/las-palmas-restaurant-462281437","Mexican Restaurants,Pizza,Caterers","http://www.laspalmasrestaurant.org","","4337 Washington St","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"567. ","Edu & Den's Restaurant & Bakery","(617) 698-8800","https://www.yellowpages.com/mattapan-ma/mip/edu-dens-restaurant-bakery-463034864","Bakeries,Family Style Restaurants,Restaurants","","","643 River St","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"568. ","Blue Star Restaurant","(617) 323-9638","https://www.yellowpages.com/roslindale-ma/mip/blue-star-restaurant-7771865","American Restaurants,Take Out Restaurants,Family Style Restaurants","","2","11 Corinth St","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"569. ","Dragon Star Chinese Restaurant","(617) 277-4888","https://www.yellowpages.com/brookline-ma/mip/dragon-star-chinese-restaurant-9315693","Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants","http://www.dragonstarchineserestaurant.com","1","700 Washington St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
"570. ","Lucky Boston Chinese Restaurant Inc","(617) 445-8302","https://www.yellowpages.com/roxbury-ma/mip/lucky-boston-chinese-restaurant-inc-1590814","Chinese Restaurants,Asian Restaurants,Family Style Restaurants","http://www.luckybostonchinese.com","2","3096 Washington St","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=19"
