"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"271. ","El Caribeno Restaurant","(617) 442-2003","https://www.yellowpages.com/roxbury-ma/mip/el-caribeno-restaurant-535339155","Pizza,Restaurants","","","11 Blue Hill Ave","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"272. ","montecristo restaurant","(617) 370-3276","https://www.yellowpages.com/chelsea-ma/mip/montecristo-restaurant-451991014","Restaurants","","","235 Broadway","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"273. ","Yummy Yummy Chinese Restaurant","(617) 889-3747","https://www.yellowpages.com/chelsea-ma/mip/yummy-yummy-chinese-restaurant-9394408","Asian Restaurants,Chinese Restaurants,Restaurants","","","16 Everett Ave Ste B","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"274. ","O’Leary’s Irish Pub and Restaurant","(617) 734-0049","https://www.yellowpages.com/brookline-ma/mip/olearys-irish-pub-and-restaurant-531904933","Restaurants","","","1010 Beacon St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"275. ","Boston Street Restaurant","(617) 825-4738","https://www.yellowpages.com/dorchester-ma/mip/boston-street-restaurant-455991521","Food Products,Restaurants","http://www.224bostonstreet.com","","226 Boston St","Dorchester","MA","02125","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"276. ","La Orquidiass Restaurant","(617) 409-0403","https://www.yellowpages.com/chelsea-ma/mip/la-orquidiass-restaurant-456428971","Sushi Bars,Japanese Restaurants,Restaurants","","","109 Shurtleff St","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"277. ","Las Palmas Restaurant","(617) 887-9450","https://www.yellowpages.com/chelsea-ma/mip/las-palmas-restaurant-2531634","Family Style Restaurants,Take Out Restaurants,Restaurants","","","44 Central Ave","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"278. ","Betty's Restaurant Market","(617) 466-0252","https://www.yellowpages.com/chelsea-ma/mip/bettys-restaurant-market-503471870","Family Style Restaurants,Restaurants","","","109 Central Ave","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"279. ","Taste of Eden Ja-American Restaurant","(617) 282-0077","https://www.yellowpages.com/roxbury-ma/mip/taste-of-eden-ja-american-restaurant-467369726","Family Style Restaurants,Restaurants","","","38 Norfolk St","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
"280. ","Metapan Restaurant","(617) 887-0484","https://www.yellowpages.com/chelsea-ma/mip/metapan-restaurant-2675133","Chinese Restaurants,Family Style Restaurants,Restaurants","","","339 Broadway","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=10"
