"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"481. ","Saigon One Restaurant","(617) 506-1409","https://www.yellowpages.com/dorchester-ma/mip/saigon-one-restaurant-533247542","Vietnamese Restaurants,Asian Restaurants,Chinese Restaurants","http://thaongocdorchester.com","","1331 Dorchester Ave","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"482. ","Sabor Latino Restaurant","(617) 779-0022","https://www.yellowpages.com/allston-ma/mip/sabor-latino-restaurant-4540045","Restaurants","","","254 Brighton Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"483. ","Yoma Burmese Restaurant","(617) 783-1372","https://www.yellowpages.com/allston-ma/mip/yoma-burmese-restaurant-507517920","Asian Restaurants,Family Style Restaurants,Restaurants","http://www.yomaboston.com","","5 N Beacon St","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"484. ","Restaurant 108","(617) 713-5068","https://www.yellowpages.com/brookline-ma/mip/restaurant-108-520804464","American Restaurants,Restaurants","","","115 Greenough St Room 108","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"485. ","Brookline Restaurants","(617) 264-2300","https://www.yellowpages.com/brookline-ma/mip/brookline-restaurants-466489911","Caterers,Restaurants","http://www.abbeyrestaurant.net","","36 Colbourne Cres","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"486. ","Gran Cafe Restaurante","(617) 514-6043","https://www.yellowpages.com/dorchester-ma/mip/gran-cafe-restaurante-546687760","Restaurants","","","143 Washington St","Dorchester","MA","02121","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"487. ","Mofongo House Restaurant","(617) 506-0826","https://www.yellowpages.com/dorchester-ma/mip/mofongo-house-restaurant-550733517","Family Style Restaurants,Restaurants","","","203 Adams St","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"488. ","Vernissage Restaurant","(617) 566-3340","https://www.yellowpages.com/brookline-ma/mip/vernissage-restaurant-2631703","Family Style Restaurants,Continental Restaurants,Restaurants","","","1627 Beacon St","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"489. ","Family Restaurant","(617) 277-4466","https://www.yellowpages.com/brookline-ma/mip/family-restaurant-481366589","Restaurants","","","1634 Beacon St","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
"490. ","Levi's Restaurant and Lou","(617) 265-1077","https://www.yellowpages.com/dorchester-ma/mip/levis-restaurant-and-lou-505136423","Family Style Restaurants,Restaurants","","","212 Washington St","Dorchester","MA","02121","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=17"
