"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"871. ","Ninety-Nine Restaurant and Pub","(781) 279-0399","https://www.yellowpages.com/stoneham-ma/mip/ninety-nine-restaurant-and-pub-26248348","American Restaurants,Restaurants,Taverns","http://www.99restaurants.com","","10 Main St","Stoneham","MA","02180","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"872. ","Ninety-Nine Restaurant and Pub","(781) 932-5000","https://www.yellowpages.com/woburn-ma/mip/ninety-nine-restaurant-and-pub-536012517","American Restaurants,Restaurants,Taverns","http://www.99restaurants.com","","14 Gill St","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"873. ","Ninety-Nine Restaurant and Pub","(781) 821-8999","https://www.yellowpages.com/canton-ma/mip/ninety-nine-restaurant-and-pub-462239802","American Restaurants,Restaurants,Hamburgers & Hot Dogs","http://www.99restaurants.com","","362 Turnpike St","Canton","MA","02021","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"874. ","City Streets Restaurant","(781) 647-2489","https://www.yellowpages.com/waltham-ma/mip/city-streets-restaurant-519360001","Continental Restaurants,Family Style Restaurants,Restaurants","http://www.cstreets.net","","411 Waverley Oaks Rd","Waltham","MA","02452","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"875. ","The Common Market Restaurants","(617) 773-9532","https://www.yellowpages.com/quincy-ma/mip/the-common-market-restaurants-467261235","Family Style Restaurants,Take Out Restaurants,Caterers","http://www.commonmarketrestaurants.com","","97 Willard St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"876. ","Carmaleno's Pushcart Restaurant","(781) 233-7200","https://www.yellowpages.com/saugus-ma/mip/carmalenos-pushcart-restaurant-456816568","Italian Restaurants,Family Style Restaurants,Mediterranean Restaurants","http://www.cpushcart.com","","331 Main St","Saugus","MA","01906","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"877. ","Fuji 1546 Restaurant and Bar","(617) 770-1546","https://www.yellowpages.com/quincy-ma/mip/fuji-1546-restaurant-and-bar-8321214","Sushi Bars,Japanese Restaurants,Asian Restaurants","http://www.fuji1546.com","","1546 Hancock St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"878. ","Lendy's Deli & Restaurant","(781) 231-3180","https://www.yellowpages.com/saugus-ma/mip/lendys-deli-restaurant-462584071","American Restaurants,Caterers,Bagels","http://www.lendysdeli.com","","653 Broadway","Saugus","MA","01906","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"879. ","Echo Bridge Restaurant","(617) 969-7092","https://www.yellowpages.com/newton-upper-falls-ma/mip/echo-bridge-restaurant-11098402","American Restaurants,Family Style Restaurants,Restaurants","http://www.echobridgerestaurant.com","","1068 Chestnut St","Newton Upper Falls","MA","02464","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
"880. ","Bay Pointe Waterfront Restaurant","(617) 472-3200","https://www.yellowpages.com/quincy-ma/mip/bay-pointe-waterfront-restaurant-532475110","American Restaurants,Seafood Restaurants,Caterers","http://www.innatbaypointe.com","","64 Washington Ct","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=30"
