"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1471. ","Sing Yee Restaurant","(508) 238-9881","https://www.yellowpages.com/south-easton-ma/mip/sing-yee-restaurant-6088810","Family Style Restaurants,Chinese Restaurants,Take Out Restaurants","","2","379 Turnpike St","South Easton","MA","02375","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1472. ","The Chieftain Pub & Restaurant","(508) 643-9031","https://www.yellowpages.com/plainville-ma/mip/the-chieftain-pub-restaurant-462254807","American Restaurants,Take Out Restaurants,Brew Pubs","http://www.chieftainpub.com","2","23 Washington St","Plainville","MA","02762","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1473. ","Lo Kai Restaurant","(978) 957-2302","https://www.yellowpages.com/dracut-ma/mip/lo-kai-restaurant-1725440","Asian Restaurants,Chinese Restaurants,Take Out Restaurants","","2","1655 Lakeview Ave","Dracut","MA","01826","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1474. ","Star Ocean Restaurant","(978) 568-8532","https://www.yellowpages.com/hudson-ma/mip/star-ocean-restaurant-4361042","Family Style Restaurants,Seafood Restaurants,Take Out Restaurants","","2","200 Washington St Ste 3","Hudson","MA","01749","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1475. ","Shiro Restaurant","(978) 562-6771","https://www.yellowpages.com/berlin-ma/mip/shiro-restaurant-6868605","Japanese Restaurants,Restaurants","","2","3 Gates Pond Rd","Berlin","MA","01503","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1476. ","Bourque Restaurant","(508) 528-6912","https://www.yellowpages.com/norfolk-ma/mip/bourque-restaurant-7374866","Take Out Restaurants,Restaurants","","2","194 Main St","Norfolk","MA","02056","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1477. ","Ninety-Nine Restaurant and Pub","(508) 279-2799","https://www.yellowpages.com/bridgewater-ma/mip/ninety-nine-restaurant-and-pub-471040550","American Restaurants,Restaurants,Brew Pubs","http://www.99restaurants.com","1","233 Broad St","Bridgewater","MA","02324","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1478. ","Lobster Tail Restaurant & Fish","(978) 682-7713","https://www.yellowpages.com/north-andover-ma/mip/lobster-tail-restaurant-fish-459052647","Seafood Restaurants,Lobsters,Fish & Seafood Markets","","1","1081 Osgood St","North Andover","MA","01845","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1479. ","Feng Sushi Restaurant","(978) 568-8885","https://www.yellowpages.com/hudson-ma/mip/feng-sushi-restaurant-451798123","Restaurants","https://www.facebook.com/pages/feng-sushi-restaurant/116433805052325","1","191 Washington St","Hudson","MA","01749","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
"1480. ","Two Sisters Restaurant","(978) 281-3378","https://www.yellowpages.com/gloucester-ma/mip/two-sisters-restaurant-1662651","Coffee & Espresso Restaurants,Coffee Shops,Tea Rooms","http://www.twosistersma.com","1","27 Washington St","Gloucester","MA","01930","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=50"
