"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1411. ","Cavaleiro's Restaurant","(978) 458-2800","https://www.yellowpages.com/lowell-ma/mip/cavaleiros-restaurant-13340528","Continental Restaurants,Steak Houses,Seafood Restaurants","http://www.cavaleirosrestaurant.com","3","573 Lawrence St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1412. ","Hayashi Japanese Restaurant","(508) 238-9160","https://www.yellowpages.com/south-easton-ma/mip/hayashi-japanese-restaurant-541897469","Sushi Bars,Japanese Restaurants,Asian Restaurants","http://www.ilovehayashi.com/menu_01.html","5","447 Turnpike St","South Easton","MA","02375","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1413. ","Choate Bridge Restaurant","(978) 356-2931","https://www.yellowpages.com/ipswich-ma/mip/choate-bridge-restaurant-11172612","Night Clubs,Bars,Brew Pubs","http://www.choatebridgepub.com","4","3 S Main St","Ipswich","MA","01938","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1414. ","Leandros Italian Restaurant","(508) 297-0366","https://www.yellowpages.com/south-easton-ma/mip/leandros-italian-restaurant-530528992","Italian Restaurants,Restaurants","http://www.leandrosrestaurant.com","3","402 Turnpike St","South Easton","MA","02375","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1415. ","Riverview Restaurant","(978) 356-0500","https://www.yellowpages.com/ipswich-ma/mip/riverview-restaurant-2014937","Pizza,Cocktail Lounges,Seafood Restaurants","http://www.facebook.com/pages/Riverview-Restaurant/115721361790550","6","20 Estes St","Ipswich","MA","01938","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1416. ","Jaime's Restaurant","(978) 208-4860","https://www.yellowpages.com/north-andover-ma/mip/jaimes-restaurant-475494890?lid=415284995","Bars,Restaurants,Bar & Grills","http://www.jaimesna.com","","25 High St","North Andover","MA","01845","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1417. ","Rancho Chico Restaurant","(508) 643-2534","https://www.yellowpages.com/plainville-ma/mip/rancho-chico-restaurant-12194969?lid=1001373711042","Restaurants,Bars,Family Style Restaurants","http://www.ranchochico.com","1","52 Washington St","Plainville","MA","02762","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1418. ","Plaza Azteca Mexican Restaurant","(978) 794-0908","https://www.yellowpages.com/methuen-ma/mip/plaza-azteca-mexican-restaurant-460742109","Mexican Restaurants,Restaurants","http://www.plazaaztecanewengland.com","3","552 Broadway","Methuen","MA","01844","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1419. ","China Star Restaurant","(978) 454-7578","https://www.yellowpages.com/lowell-ma/mip/china-star-restaurant-451048205","Chinese Restaurants,Asian Restaurants,Restaurants","http://chinastarlowell.com","5","369 Broadway St","Lowell","MA","01854","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
"1420. ","China Star  Restaurant","(978) 683-0702","https://www.yellowpages.com/methuen-ma/mip/china-star-restaurant-10796518","Chinese Restaurants,Asian Restaurants,Take Out Restaurants","http://chinastarma.com","2","436 Prospect St","Methuen","MA","01844","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=48"
