"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"391. ","Miki Miki Japanese Sushi Restaurant","(617) 783-1888","https://www.yellowpages.com/brighton-ma/mip/miki-miki-japanese-sushi-restaurant-469434864","Japanese Restaurants,Asian Restaurants,Sushi Bars","http://www.makimakiboston.com","","304 Western Ave","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"392. ","Yum Yum Restaurant","(617) 282-2830","https://www.yellowpages.com/dorchester-ma/mip/yum-yum-restaurant-3981645","Asian Restaurants,Chinese Restaurants,Family Style Restaurants","","","1493 Dorchester Ave","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"393. ","Volare Restaurant & Lounge","(781) 629-4762","https://www.yellowpages.com/revere-ma/mip/volare-restaurant-lounge-470411240","Cocktail Lounges,Bars,Family Style Restaurants","http://www.volarerevere.com","","388 Broadway","Revere","MA","02151","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"394. ","Rios Restaurant Buffet","(617) 277-0026","https://www.yellowpages.com/brighton-ma/mip/rios-restaurant-buffet-472139754","Family Style Restaurants,Caterers,Latin American Restaurants","","","157 Sutherland Rd","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"395. ","Cinco De Mayo Restaurant","(781) 289-4480","https://www.yellowpages.com/revere-ma/mip/cinco-de-mayo-restaurant-457030176","Latin American Restaurants,Mexican Restaurants,Family Style Restaurants","https://www.manta.com/c/mtqj7pk/cinco-de-mayo-restaurant","","124 Centennial Ave","Revere","MA","02151","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"396. ","Dragon Chef Restaurant","(617) 782-6500","https://www.yellowpages.com/brighton-ma/mip/dragon-chef-restaurant-15503116","Restaurants","http://www.dragonchefbrightonma.com","","411 Washington St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"397. ","Brothers Deli & Restaurant","(617) 298-5224","https://www.yellowpages.com/mattapan-ma/mip/brothers-deli-restaurant-2201110","Delicatessens,Family Style Restaurants,Take Out Restaurants","http://www.brothersdelimattapan.com","","1638 Blue Hill Ave","Mattapan","MA","02126","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"398. ","Parker's Restaurant","(617) 725-1600","https://www.yellowpages.com/roxbury-ma/mip/parkers-restaurant-537311218","American Restaurants,Fine Dining Restaurants,Bars","http://www.omnihotels.com/FindAHotel/BostonParkerHouse/Dining/ParkersRestaurant.aspx","5","60 School Street Pl","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"399. ","Bon Appetit Restaurant","(617) 825-5544","https://www.yellowpages.com/dorchester-center-ma/mip/bon-appetit-restaurant-1257699","Caribbean Restaurants,Restaurants","http://www.bonappetitboston.com","3","1138 Blue Hill Ave","Dorchester Center","MA","02124","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
"400. ","Yuen Barbecue Restaurant","(617) 288-6868","https://www.yellowpages.com/dorchester-ma/mip/yuen-barbecue-restaurant-466213627","Barbecue Restaurants,Chinese Restaurants,Restaurants","","2","1456 Dorchester Ave","Dorchester","MA","02122","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=14"
