"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1201. ","Martin's Restaurant","(781) 878-1915","https://www.yellowpages.com/abington-ma/mip/martins-restaurant-8139318","American Restaurants,Family Style Restaurants,Take Out Restaurants","http://www.martinsofabington.com","2","205 North Ave","Abington","MA","02351","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1202. ","Krua Khun Yah Thai Restaurant","(508) 881-4200","https://www.yellowpages.com/ashland-ma/mip/krua-khun-yah-thai-restaurant-2331804","Thai Restaurants,Asian Restaurants,Take Out Restaurants","http://www.kruakhunyah.net","2","325 Pond St","Ashland","MA","01721","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1203. ","Bertucci's Italian Restaurant","(781) 740-4405","https://www.yellowpages.com/hingham-ma/mip/bertuccis-italian-restaurant-473771231","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTc4Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","1","90 Derby St","Hingham","MA","02043","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1204. ","Ninety-Nine Restaurant and Pub","(978) 667-9789","https://www.yellowpages.com/billerica-ma/mip/ninety-nine-restaurant-and-pub-493813466","American Restaurants,Bars,Hamburgers & Hot Dogs","http://www.99restaurants.com","1","672 Boston Rd","Billerica","MA","01821","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1205. ","Mikado Restaurant","(978) 524-0202","https://www.yellowpages.com/beverly-ma/mip/mikado-restaurant-461470443","Asian Restaurants,Family Style Restaurants,Caterers","http://www.mikadobeverly.com","1","47 Dodge St","Beverly","MA","01915","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1206. ","Kame Restaurant","(978) 922-9333","https://www.yellowpages.com/beverly-ma/mip/kame-restaurant-9143603","Asian Restaurants,Family Style Restaurants,Japanese Restaurants","http://www.kamerestaurant.com","1","250 Cabot St","Beverly","MA","01915","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1207. ","Olive Garden Italian Restaurant","(978) 750-8324","https://www.yellowpages.com/danvers-ma/mip/olive-garden-italian-restaurant-480092422","Italian Restaurants,Take Out Restaurants,American Restaurants","http://www.olivegarden.com/specials/giant-stuffed-pasta-shells-and-manicotti?cmpid=br:og_ag:ie_ch:dry_ca:OGQ4GSP_dt:20170417_sn:yp_gt:danvers-ma-1874_pl:otherlink1_rd:1829","3","153 Andover St","Danvers","MA","01923","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1208. ","Chuck's Restaurant","(978) 762-6543","https://www.yellowpages.com/danvers-ma/mip/chucks-restaurant-13369969","American Restaurants,Take Out Restaurants,Restaurants","http://chucksrestaurant.com","1","68 Maple St","Danvers","MA","01923","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1209. ","Merengue Restaurant","(508) 202-9713","https://www.yellowpages.com/framingham-ma/mip/merengue-restaurant-543628195","Family Style Restaurants,Restaurants","","2","55 Frederick St","Framingham","MA","01702","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
"1210. ","Ninety-Nine Restaurant and Pub","(781) 340-9000","https://www.yellowpages.com/south-weymouth-ma/mip/ninety-nine-restaurant-and-pub-16838403","American Restaurants,Bars,Brew Pubs","http://www.99restaurants.com","1","1094 Main St","South Weymouth","MA","02190","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=41"
