"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1111. ","Peoples Restaurant & Bakery","(978) 587-3431","https://www.yellowpages.com/peabody-ma/mip/peoples-restaurant-bakery-459794417","Bakeries,Family Style Restaurants,Restaurants","","","150 Main St Ste 7","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1112. ","Rena’s Family Restaurant","(781) 255-7375","https://www.yellowpages.com/norwood-ma/mip/renas-family-restaurant-10894336","Restaurants","","","89 Central St","Norwood","MA","02062","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1113. ","Ocean City Chinese Restaurant","(781) 986-7200","https://www.yellowpages.com/randolph-ma/mip/ocean-city-chinese-restaurant-13538031","Chinese Restaurants,Take Out Restaurants,Seafood Restaurants","http://oceancityrandolph.com","","61 Diauto Dr","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1114. ","O'Neill's Pub & Restaurant","(978) 740-8811","https://www.yellowpages.com/salem-ma/mip/oneills-pub-restaurant-4265578","Brew Pubs,Bars,Night Clubs","http://www.oneillsofsalem.com","","120 Washington St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1115. ","Restaurant Computer Software","(781) 326-9030","https://www.yellowpages.com/dedham-ma/mip/restaurant-computer-software-4356372","","http://mealcost.com","","58 Violet Ave","Dedham","MA","02026","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1116. ","Bertucci's Italian Restaurant","(781) 849-3066","https://www.yellowpages.com/braintree-ma/mip/bertuccis-italian-restaurant-6058249","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTc3OS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","2","412 Franklin St","Braintree","MA","02184","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1117. ","Ninety-Nine Restaurant and Pub","(781) 740-8599","https://www.yellowpages.com/hingham-ma/mip/ninety-nine-restaurant-and-pub-467456819","American Restaurants,Bars,Hamburgers & Hot Dogs","http://www.99restaurants.com","1","428 Lincoln St","Hingham","MA","02043","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1118. ","Bertucci's Italian Restaurant","(781) 581-6588","https://www.yellowpages.com/swampscott-ma/mip/bertuccis-italian-restaurant-11244200","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTgxNy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","1","450 Paradise Rd","Swampscott","MA","01907","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1119. ","Fortune House Chinese Restaurant","(781) 438-9989","https://www.yellowpages.com/stoneham-ma/mip/fortune-house-chinese-restaurant-11080106","Family Style Restaurants,Restaurants","","1","418 Main St","Stoneham","MA","02180","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1120. ","Bertucci's Italian Restaurant","(781) 684-0650","https://www.yellowpages.com/waltham-ma/mip/bertuccis-italian-restaurant-5876218","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTgxOC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","475 Winter St","Waltham","MA","02451","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1121. ","Bertucci's Italian Restaurant","(781) 860-9000","https://www.yellowpages.com/lexington-ma/mip/bertuccis-italian-restaurant-4160742","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTc5MC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","1777 Massachusetts Ave","Lexington","MA","02420","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1122. ","Ninety-Nine Restaurant and Pub","(781) 935-7210","https://www.yellowpages.com/woburn-ma/mip/ninety-nine-restaurant-and-pub-467362011","American Restaurants,Bar & Grills,Restaurants","http://www.99restaurants.com","","291 Mishawum Rd","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1123. ","Ninety-Nine Restaurant and Pub","(781) 599-8119","https://www.yellowpages.com/lynnfield-ma/mip/ninety-nine-restaurant-and-pub-2337242","American Restaurants,Bar & Grills,Restaurants","http://www.99restaurants.com","","317 Salem St","Lynnfield","MA","01940","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
"1124. ","Sam's Restaurant","(617) 471-6767","https://www.yellowpages.com/quincy-ma/mip/sams-restaurant-17979117","American Restaurants,Sandwich Shops,Family Style Restaurants","http://samsrestaurant.com","","36 School St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=38"
