"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"931. ","Gin U Dee Thai Restaurant","(781) 438-9989","https://www.yellowpages.com/stoneham-ma/mip/gin-u-dee-thai-restaurant-508845740","Caterers,Restaurants","http://www.ginudee.com","","418 Main St","Stoneham","MA","02180","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"932. ","Halin Restaurant Inc","(781) 581-2255","https://www.yellowpages.com/lynn-ma/mip/halin-restaurant-inc-480637925","Family Style Restaurants,Restaurants","","","64 Market Sq","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"933. ","Cielito Lindo Restaurant","(781) 599-3837","https://www.yellowpages.com/lynn-ma/mip/cielito-lindo-restaurant-23269365","Restaurants","","","353 Summer St","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"934. ","El Cibaeno Restaurant","(781) 593-5453","https://www.yellowpages.com/lynn-ma/mip/el-cibaeno-restaurant-504011533","Family Style Restaurants,Restaurants","","","28 Market Sq","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"935. ","Blue Moon Restaurant","(781) 599-4968","https://www.yellowpages.com/lynn-ma/mip/blue-moon-restaurant-9591313","Restaurants","","","707 Western Ave","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"936. ","Restaurant Concepts","(617) 969-6161","https://www.yellowpages.com/newton-upper-falls-ma/mip/restaurant-concepts-482676137","Sushi Bars,American Restaurants,Japanese Restaurants","http://www.skipjacks.com","","369 Elliot St","Newton Upper Falls","MA","02464","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"937. ","Sakura Japanese Restaurant","(781) 216-8922","https://www.yellowpages.com/waltham-ma/mip/sakura-japanese-restaurant-503182492","Japanese Restaurants,Restaurants,Asian Restaurants","http://www.sakurajapaneserestaurantwaltham.com","","5 Pine St","Waltham","MA","02453","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"938. ","Japanese Restaurant G","(617) 328-1236","https://www.yellowpages.com/quincy-ma/mip/japanese-restaurant-g-543361846","Family Style Restaurants,Restaurants","","","9 Vernon St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"939. ","Bruschetta Restaurant","(781) 438-8900","https://www.yellowpages.com/stoneham-ma/mip/bruschetta-restaurant-725020","Family Style Restaurants,Restaurants","http://menulizard.com/restaurant/336","","316 Main St","Stoneham","MA","02180","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"940. ","El Tipico Restaurant","(781) 586-9535","https://www.yellowpages.com/lynn-ma/mip/el-tipico-restaurant-6473196","Latin American Restaurants,Mexican Restaurants,Take Out Restaurants","","","29 Neptune Blvd","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"941. ","Apollo Restaurant","(781) 593-3077","https://www.yellowpages.com/lynn-ma/mip/apollo-restaurant-26106386","Restaurants","","","21 Neptune Blvd","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"942. ","Heidi's Restaurant","(781) 891-5827","https://www.yellowpages.com/waltham-ma/mip/heidis-restaurant-860913","Vegetarian Restaurants,Sandwich Shops,Greek Restaurants","","","723 Moody St","Waltham","MA","02453","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"943. ","Bale Restaurant","(617) 773-8053","https://www.yellowpages.com/quincy-ma/mip/bale-restaurant-537190788","Restaurants","","","219 Quincy Ave","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"944. ","Kyotoya Japanese Restaurant","(781) 438-9688","https://www.yellowpages.com/stoneham-ma/mip/kyotoya-japanese-restaurant-8770158","Japanese Restaurants,Asian Restaurants,Sushi Bars","","","58 Montvale Ave","Stoneham","MA","02180","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"945. ","True Taste Restaurants","(781) 400-5097","https://www.yellowpages.com/needham-heights-ma/mip/true-taste-restaurants-534039733","Family Style Restaurants,Restaurants","","","301 Reservoir St","Needham Heights","MA","02494","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"946. ","Peony Pavilion Restaurant","(781) 326-7706","https://www.yellowpages.com/dedham-ma/mip/peony-pavilion-restaurant-8549789","Chinese Restaurants,Caterers,Restaurants","http://www.peonypavilionchinese.com","","250 Bussey St","Dedham","MA","02026","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"947. ","Newcomb Farms Family Restaurant","(617) 698-9547","https://www.yellowpages.com/milton-ma/mip/newcomb-farms-family-restaurant-22293172","American Restaurants,Take Out Restaurants,Family Style Restaurants","","","1139 Randolph Ave","Milton","MA","02186","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"948. ","The Family Restaurant","(781) 584-7222","https://www.yellowpages.com/lynn-ma/mip/the-family-restaurant-545686483","Family Style Restaurants,Restaurants","","","48 State St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"949. ","La Morena Restaurant","(781) 842-2371","https://www.yellowpages.com/lynn-ma/mip/la-morena-restaurant-509802554","Asian Restaurants,Family Style Restaurants,Chinese Restaurants","","","577 Western Ave","Lynn","MA","01904","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"950. ","Tahiti Restaurant INC","(781) 329-0145","https://www.yellowpages.com/dedham-ma/mip/tahiti-restaurant-inc-509718998","Restaurants","http://tahitirestaurant.com","","22 Ivy Ln","Dedham","MA","02026","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"951. ","Dragon Inn Chinese Restaurant","(781) 599-6900","https://www.yellowpages.com/lynn-ma/mip/dragon-inn-chinese-restaurant-17901497","Chinese Restaurants,Asian Restaurants,Chinese Grocery Stores","http://dragoninnma.com","","144 Market St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
"952. ","A B G Restaurant Group Inc","(781) 599-6900","https://www.yellowpages.com/lynn-ma/mip/a-b-g-restaurant-group-inc-501678434","Restaurants","","","144 Market St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=32"
