"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1. ","Redbrook Restaurant","(617) 742-3333","https://www.yellowpages.com/boston-ma/mip/redbrook-restaurant-399008","Cocktail Lounges,Bars,American Restaurants","http://www.redskyboston.com","39","16 North St","Boston","MA","02109","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"2. ","Hillstone Restaurant","(617) 573-9777","https://www.yellowpages.com/boston-ma/mip/hillstone-restaurant-472769478","American Restaurants,Bars,Hamburgers & Hot Dogs","http://hillstone.com","51","60 State St Ste P","Boston","MA","02109","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"3. ","Giacomo's Restaurant","(617) 523-9026","https://www.yellowpages.com/boston-ma/mip/giacomos-restaurant-13800192","Italian Restaurants,Family Style Restaurants,Seafood Restaurants","http://www.giacomosblog-boston.blogspot.com","34","355 Hanover St","Boston","MA","02113","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"4. ","The Four's Restaurant & Sports Bar","(617) 830-1204","https://www.yellowpages.com/boston-ma/mip/the-fours-restaurant-sports-bar-2475158?lid=209348127","Caterers,Bars,Restaurants","http://restaurantsportsbar.com","","166 Canal St","Boston","MA","02114","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"5. ","Ivy Restaurant","(617) 451-1416","https://www.yellowpages.com/boston-ma/mip/ivy-restaurant-10282797","Breakfast, Brunch & Lunch Restaurants,Family Style Restaurants,Cuban Restaurants","","49","49 Temple Pl Ste 1","Boston","MA","02111","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"6. ","Rabia's Restaurant","(617) 227-6637","https://www.yellowpages.com/boston-ma/mip/rabias-restaurant-537113896","Italian Restaurants,Family Style Restaurants,Restaurants","http://www.rabias.com","25","73 Salem St","Boston","MA","02113","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"7. ","Meritage Restaurant","(617) 439-3995","https://www.yellowpages.com/boston-ma/mip/meritage-restaurant-8690211","American Restaurants,Seafood Restaurants,Fine Dining Restaurants","http://www.meritagetherestaurant.com","17","70 Rowes Wharf","Boston","MA","02110","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"8. ","Vintage Restaurant and Lounge","(617) 482-1900","https://www.yellowpages.com/boston-ma/mip/vintage-restaurant-and-lounge-13184356","American Restaurants,Bars,Night Clubs","http://www.vlboston.com","24","72 Broad St","Boston","MA","02110","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"9. ","Shabu-Zen Restaurant","(617) 292-8828","https://www.yellowpages.com/boston-ma/mip/shabu-zen-restaurant-5630902","Japanese Restaurants,Asian Restaurants,Korean Restaurants","http://www.shabuzen.com","22","16 Tyler St","Boston","MA","02111","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
"10. ","Chau Chow City Restaurant","(617) 338-8158","https://www.yellowpages.com/boston-ma/mip/chau-chow-city-restaurant-4597061","Chinese Restaurants,Family Style Restaurants,Take Out Restaurants","http://www.chauchowcity.com","26","83 Essex St","Boston","MA","02111","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma"
