"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1981. ","Nourish Restaurant Inc - CLOSED","(781) 674-2400","https://www.yellowpages.com/lexington-ma/mip/nourish-restaurant-inc-456819005","Family Style Restaurants,Bars,Night Clubs","http://nourishlexington.com","1","1727 Massachusetts Ave","Lexington","MA","02420","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1982. ","Arcadia Restaurant - CLOSED","","https://www.yellowpages.com/waltham-ma/mip/arcadia-restaurant-588721","Restaurants","http://arcadiarestaurant.com","1","837 Main St","Waltham","MA","02451","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1983. ","Focaccias Restaurant - CLOSED","","https://www.yellowpages.com/wilmington-ma/mip/focaccias-restaurant-526254828","Italian Restaurants,Restaurants","http://focacciafood.com","1","2 Lowell St","Wilmington","MA","01887","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1984. ","Players Restaurant & Sports Bar - CLOSED","(781) 596-2342","https://www.yellowpages.com/lynn-ma/mip/players-restaurant-sports-bar-9338974","Restaurants","","","856 Western Ave Apt A","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1985. ","Caribbean Restaurant - CLOSED","(781) 595-6114","https://www.yellowpages.com/lynn-ma/mip/caribbean-restaurant-2057584","Caribbean Restaurants,Restaurants","","","228 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1986. ","Bishups Restaurant - CLOSED","(781) 933-8005","https://www.yellowpages.com/woburn-ma/mip/bishups-restaurant-14543718","Restaurants","","","502 Main St","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1987. ","Dale's Restaurant - CLOSED","(781) 595-9339","https://www.yellowpages.com/swampscott-ma/mip/dales-restaurant-20263299","Banquet Halls & Reception Facilities","","","141 Humphrey St","Swampscott","MA","01907","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1988. ","Raffael's Restaurant - CLOSED","(781) 925-4515","https://www.yellowpages.com/hull-ma/mip/raffaels-restaurant-9129640","American Restaurants,Restaurants","","","45 Hull Shore Dr","Hull","MA","02045","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1989. ","Fuji Asian Restaurant - CLOSED","(781) 599-1780","https://www.yellowpages.com/swampscott-ma/mip/fuji-asian-restaurant-439948","Restaurants,Food Products","","","430 Paradise Rd","Swampscott","MA","01907","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1990. ","Mei Mei Restaurant - CLOSED","(781) 762-5636","https://www.yellowpages.com/norwood-ma/mip/mei-mei-restaurant-26145643","Asian Restaurants,Chinese Restaurants,Restaurants","","","884 Washington St Ste F","Norwood","MA","02062","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1991. ","Azafran Restaurant - CLOSED","","https://www.yellowpages.com/winchester-ma/mip/azafran-restaurant-466727893","Restaurants","http://catchrestaurant.com","","34 Church St","Winchester","MA","01890","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1992. ","Restaurants Concepts - CLOSED","","https://www.yellowpages.com/newton-highlands-ma/mip/restaurants-concepts-461383476","Restaurants","","","55 Needham St","Newton Highlands","MA","02461","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1993. ","Choice Restaurant Equipment - CLOSED","","https://www.yellowpages.com/waltham-ma/mip/choice-restaurant-equipment-4314468","Restaurant Equipment & Supplies,Restaurant Equipment & Supply-Wholesale & Manufacturers,Restaurants","","","145 Newton St","Waltham","MA","02453","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1994. ","Eddie's Restaurant - CLOSED","","https://www.yellowpages.com/wakefield-ma/mip/eddies-restaurant-470589077","Restaurants","","","25 Broadway St","Wakefield","MA","01880","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1995. ","New England Restaurant and Retail and Maintenance - CLOSED","","https://www.yellowpages.com/woburn-ma/mip/new-england-restaurant-and-retail-and-maintenance-525833037","Family Style Restaurants,Restaurants","","","400 W Cummings Park Ste 4000","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
"1996. ","Nick's Restaurant - CLOSED","","https://www.yellowpages.com/weymouth-ma/mip/nicks-restaurant-531224496","Family Style Restaurants,Take Out Restaurants,Restaurants","","","33 Washington St","Weymouth","MA","02188","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=67"
