"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"961. ","Travis Stock Restaurants","(781) 817-4400","https://www.yellowpages.com/braintree-ma/mip/travis-stock-restaurants-475055883","Family Style Restaurants,Restaurants","http://backbayrestaurantgroup.com","","35 Braintree Hill Park","Braintree","MA","02184","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"962. ","162 Boston St Restaurant","(781) 842-2258","https://www.yellowpages.com/lynn-ma/mip/162-boston-st-restaurant-506373613","Restaurants","","","162 Boston St","Lynn","MA","01904","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"963. ","Aprils Restaurant Pub And Grill","(781) 780-9986","https://www.yellowpages.com/lynn-ma/mip/aprils-restaurant-pub-and-grill-504976411","Bar & Grills,Breakfast, Brunch & Lunch Restaurants,Family Style Restaurants","http://www.aprilsrestaurant.com","","41 Buffum St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"964. ","Inka's Peruvian Restaurant","(617) 774-8910","https://www.yellowpages.com/saugus-ma/mip/inkas-peruvian-restaurant-553242897","Peruvian Restaurants,Latin American Restaurants,Restaurants","http://www.inkasperuvianrestaurant.com","","184 Broadway Ste 10","Saugus","MA","01906","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"965. ","New Paradice Restaurant","(781) 599-0094","https://www.yellowpages.com/lynn-ma/mip/new-paradice-restaurant-470676594","Family Style Restaurants,Restaurants","http://indiaparadisefood.com","","224 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"966. ","Jakes Restaurant","(781) 938-9001","https://www.yellowpages.com/woburn-ma/mip/jakes-restaurant-524911041","American Restaurants,Restaurants","","","700 Unicorn Park Dr","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"967. ","Blanquita Restaurant","(781) 842-6615","https://www.yellowpages.com/lynn-ma/mip/blanquita-restaurant-514260872","Restaurants","","","189 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"968. ","Topacio Restaurant","(781) 598-2224","https://www.yellowpages.com/lynn-ma/mip/topacio-restaurant-480637848","Latin American Restaurants,Mediterranean Restaurants,Spanish Restaurants","","","180 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"969. ","Antojitos Chapines Restaurant","(781) 842-2618","https://www.yellowpages.com/lynn-ma/mip/antojitos-chapines-restaurant-530529678","Latin American Restaurants,Mexican Restaurants,Family Style Restaurants","","","180 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"970. ","Charlie Chan's Restaurant","(781) 581-1439","https://www.yellowpages.com/lynn-ma/mip/charlie-chans-restaurant-15796531","Chinese Restaurants,Restaurants","","","170 Union St Ste 1","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"971. ","Malecon Restaurant","(781) 842-7052","https://www.yellowpages.com/lynn-ma/mip/malecon-restaurant-530435575","Family Style Restaurants,Spanish Restaurants,Restaurants","","","170 Union St","Lynn","MA","01901","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"972. ","Estefani's Restaurant","(781) 842-1441","https://www.yellowpages.com/lynn-ma/mip/estefanis-restaurant-541135774","Family Style Restaurants,Restaurants","http://www.estefanisrestaurant.com","","106 Union St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"973. ","Shoyu Restaurant","(781) 233-2888","https://www.yellowpages.com/saugus-ma/mip/shoyu-restaurant-503182417","Japanese Restaurants,Caterers,Family Style Restaurants","http://www.saugusshoyu.com","","124 Broadway","Saugus","MA","01906","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"974. ","Fortunato's restaurant","(781) 933-0408","https://www.yellowpages.com/woburn-ma/mip/fortunatos-restaurant-538509004","Restaurants","http://www.fortunatositaliancuisine.com","","428 Main St","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"975. ","Pauline Chinese Restaurant","(781) 593-3300","https://www.yellowpages.com/lynn-ma/mip/pauline-chinese-restaurant-541010984","Chinese Restaurants,Restaurants","","","217 Lewis St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"976. ","Au Bon Gout Restaurant","(781) 621-8030","https://www.yellowpages.com/woburn-ma/mip/au-bon-gout-restaurant-531656501","Family Style Restaurants,Restaurants","","","466 Main St","Woburn","MA","01801","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"977. ","Yummy House Restaurant","(781) 598-0522","https://www.yellowpages.com/lynn-ma/mip/yummy-house-restaurant-15182231","Restaurants","http://thaifooddirect.com","","114 Broad St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"978. ","El Salvadoreno Restaurant","(781) 596-0228","https://www.yellowpages.com/lynn-ma/mip/el-salvadoreno-restaurant-543173167","Latin American Restaurants,Restaurants","","","120 Broad St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"979. ","Sunset Caribbean Haitian Restaurant","(857) 241-7848","https://www.yellowpages.com/lynn-ma/mip/sunset-caribbean-haitian-restaurant-544246661","Restaurants","http://sunsetcaribbeanhaitianrestaurant.com","","49 Union St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
"980. ","Casa Molina Mexican Restaurant","(781) 581-0100","https://www.yellowpages.com/lynn-ma/mip/casa-molina-mexican-restaurant-452852447","Mexican Restaurants,Latin American Restaurants,Spanish Restaurants","","","183 Lewis St","Lynn","MA","01902","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=33"
