"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1741. ","Olive Garden Italian Restaurant","(508) 543-3967","https://www.yellowpages.com/foxboro-ma/mip/olive-garden-italian-restaurant-467927333","Italian Restaurants,Take Out Restaurants,American Restaurants","http://www.olivegarden.com/specials/giant-stuffed-pasta-shells-and-manicotti?cmpid=br:og_ag:ie_ch:dry_ca:OGQ4GSP_dt:20170417_sn:yp_gt:foxboro-ma-1808_pl:otherlink1_rd:1315","","392 Patriot Pl","Foxboro","MA","02035","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1742. ","Bertucci's Italian Restaurant","(508) 261-2371","https://www.yellowpages.com/mansfield-ma/mip/bertuccis-italian-restaurant-6684364","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTc5My01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","280 School St","Mansfield","MA","02048","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1743. ","May East Restaurant","(508) 238-8880","https://www.yellowpages.com/south-easton-ma/mip/may-east-restaurant-2170444","Chinese Restaurants,Family Style Restaurants,Bars","","","594 Washington St","South Easton","MA","02375","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1744. ","Oasis Grill & Restaurant","(978) 452-0833","https://www.yellowpages.com/lowell-ma/mip/oasis-grill-restaurant-1948591","Brazilian Restaurants,Caterers,Latin American Restaurants","http://www.oasisgrill.us","","912 Gorham St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1745. ","Fish Restaurant & Wine Bar","(508) 460-3474","https://www.yellowpages.com/marlborough-ma/mip/fish-restaurant-wine-bar-466247397","Wine Bars,Bars","http://www.eatatfish.com","","29 S Bolton St","Marlborough","MA","01752","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1746. ","Mile Marker One Restaurant & Bar","(978) 283-2122","https://www.yellowpages.com/gloucester-ma/mip/mile-marker-one-restaurant-bar-474166960","Health Food Restaurants,Breakfast, Brunch & Lunch Restaurants,Restaurants","http://www.capeannmarina.com/milemarkerone.htm","","75 Essex Ave","Gloucester","MA","01930","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1747. ","El Tapatio Mexican Restaurant","(978) 432-1336","https://www.yellowpages.com/rowley-ma/mip/el-tapatio-mexican-restaurant-469146737","Mexican Restaurants,Latin American Restaurants,Caterers","http://www.eltapatiorestaurants.com","","300 Newburyport Tpke Ste 5","Rowley","MA","01969","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1748. ","Dynasty Chinese Restaurant","(508) 695-9998","https://www.yellowpages.com/plainville-ma/mip/dynasty-chinese-restaurant-9884074","Chinese Restaurants,Bars,Buffet Restaurants","http://www.dynastyplainville.com","","13 Taunton St","Plainville","MA","02762","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1749. ","The Boston Restaurant Group","(978) 887-9895","https://www.yellowpages.com/boxford-ma/mip/the-boston-restaurant-group-462958509","Family Style Restaurants,Restaurants","http://www.bostonrestaurantgroup.com","","10 Lawrence Rd","Boxford","MA","01921","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
"1750. ","Sichuan Palace Restaurant","(978) 256-8545","https://www.yellowpages.com/chelmsford-ma/mip/sichuan-palace-restaurant-460536157","Asian Restaurants,Caterers,Chinese Restaurants","http://www.chuanbawangrestaurant.com","","7 Summer St","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=59"
