"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1561. ","Orta Restaurant","(781) 826-8883","https://www.yellowpages.com/pembroke-ma/mip/orta-restaurant-472216","Family Style Restaurants,Take Out Restaurants,Caterers","http://www.ortarestaurant.com","","75 Washington St Ste D","Pembroke","MA","02359","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1562. ","Herradura Vieja Restaurante","(978) 455-3954","https://www.yellowpages.com/chelmsford-ma/mip/herradura-vieja-restaurante-545223170","Mexican Restaurants,Family Style Restaurants,Restaurants","https://www.herraduravieja.com","","7 Summer St","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1563. ","Nobo Restaurant","(978) 770-2499","https://www.yellowpages.com/chelmsford-ma/mip/nobo-restaurant-523356440","Sushi Bars,Caterers,Japanese Restaurants","http://www.noborestaurant.com","","18 Boston Rd","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1564. ","Andiamo Restaurant & Bar","(978) 710-5094","https://www.yellowpages.com/chelmsford-ma/mip/andiamo-restaurant-bar-526889881","Italian Restaurants,Brew Pubs,American Restaurants","http://andiamo-restaurant.com","","18 Boston Rd","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1565. ","Nobo Restaurant","(978) 770-2404","https://www.yellowpages.com/chelmsford-ma/mip/nobo-restaurant-505255912","Family Style Restaurants,Restaurants","","","16 Boston Rd","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1566. ","Christina's Restaurant","(781) 829-9001","https://www.yellowpages.com/pembroke-ma/mip/christinas-restaurant-503727492","Restaurants","","","99 Washington St","Pembroke","MA","02359","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1567. ","Jar Restaurant","(323) 655-6566","https://www.yellowpages.com/brockton-ma/mip/jar-restaurant-541624609","American Restaurants,Steak Houses,Restaurants","https://thejar.com","","2021 Main St","Brockton","MA","02301","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1568. ","Giovannis Restaurant","(978) 453-0440","https://www.yellowpages.com/lowell-ma/mip/giovannis-restaurant-455821480","Restaurants","","","1258 Gorham St","Lowell","MA","01852","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1569. ","Yoong Tong II Thai Restaurant","(978) 244-2442","https://www.yellowpages.com/chelmsford-ma/mip/yoong-tong-ii-thai-restaurant-16346425","Thai Restaurants,Asian Restaurants,Japanese Restaurants","https://www.yoongtongthai.com","","61 Central Sq Ste 6","Chelmsford","MA","01824","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
"1570. ","Dicapri Pizzeria and Restaurant","(978) 263-4700","https://www.yellowpages.com/acton-ma/mip/dicapri-pizzeria-and-restaurant-2376302","Pizza,Italian Restaurants,Restaurants","http://www.dicapripizza.com","","576 Massachusetts Ave","Acton","MA","01720","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=53"
