"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"811. ","Brother's Deli Restaurant","(781) 245-5511","https://www.yellowpages.com/wakefield-ma/mip/brothers-deli-restaurant-6476972","Delicatessens,Cafeterias,Take Out Restaurants","http://menu.com","","404 Main St","Wakefield","MA","01880","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"812. ","Capone's Restaurant","(978) 977-0520","https://www.yellowpages.com/peabody-ma/mip/capones-restaurant-462222411","Italian Restaurants","http://www.caponesdining.com","","147 Summit St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"813. ","Malai Thai Restaurant","(781) 963-0012","https://www.yellowpages.com/randolph-ma/mip/malai-thai-restaurant-7027207","Thai Restaurants,Asian Restaurants,Take Out Restaurants","http://www.malaithaicuisine.com","","266 N Main St","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"814. ","Saigon Seafood Restaurant","(617) 265-1008","https://www.yellowpages.com/quincy-ma/mip/saigon-seafood-restaurant-750163","Vietnamese Restaurants,Asian Restaurants,Restaurants","http://www.saigonseafoodrestaurant.net","","268 Adams St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"815. ","Green Tea Restaurant","(781) 595-2100","https://www.yellowpages.com/lynn-ma/mip/green-tea-restaurant-6901171","Asian Restaurants,Chinese Restaurants,Take Out Restaurants","http://greentealynnway.com","","751 Lynnway","Lynn","MA","01905","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"816. ","Hong Kong Restaurant","(617) 244-1946","https://www.yellowpages.com/newton-highlands-ma/mip/hong-kong-restaurant-26175508","Chinese Restaurants,Asian Restaurants,Restaurants","","","6 Winchester Plz","Newton Highlands","MA","02461","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"817. ","Margaritas Mexican Restaurant","(781) 331-0303","https://www.yellowpages.com/north-weymouth-ma/mip/margaritas-mexican-restaurant-7860489","Mexican Restaurants,Latin American Restaurants,Caterers","http://www.margs.com/locations/weymouth","","765 Bridge St Ste 1","North Weymouth","MA","02191","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"818. ","Gourmet Oriental Restaurant","(781) 337-8008","https://www.yellowpages.com/weymouth-ma/mip/gourmet-oriental-restaurant-11301136","Asian Restaurants,Chinese Restaurants,Restaurants","http://www.gourmet-oriental.com","","625 Washington St","Weymouth","MA","02188","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"819. ","Great Wall Restaurant","(978) 532-8888","https://www.yellowpages.com/peabody-ma/mip/great-wall-restaurant-457849450","Restaurants","http://www.greatwallbedford.com","","22 Central St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"820. ","La Scala Restaurant","(781) 963-1700","https://www.yellowpages.com/randolph-ma/mip/la-scala-restaurant-10070250","Italian Restaurants,Continental Restaurants,Caterers","http://www.lascalarestaurant.com","11","1070 N Main St","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"821. ","Westbury Farms Family Restaurant","(781) 769-9086","https://www.yellowpages.com/norwood-ma/mip/westbury-farms-family-restaurant-7444214","American Restaurants,Coffee Shops,Restaurants","","5","997 Boston Providence Tpke","Norwood","MA","02062","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"822. ","Jamjuli Thai Restaurant","(617) 965-5655","https://www.yellowpages.com/newton-highlands-ma/mip/jamjuli-thai-restaurant-2063414","Thai Restaurants,Asian Restaurants,Restaurants","http://www.jamjuli.com","3","1203 Walnut St","Newton Highlands","MA","02461","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"823. ","Ninety-Nine Restaurant and Pub","(978) 657-9694","https://www.yellowpages.com/wilmington-ma/mip/ninety-nine-restaurant-and-pub-492786698","American Restaurants,Restaurants,Bars","http://www.99restaurants.com","2","144 Lowell St","Wilmington","MA","01887","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"824. ","Louis Restaurant","(617) 481-1980","https://www.yellowpages.com/quincy-ma/mip/louis-restaurant-6978580","Family Style Restaurants,Restaurants","http://www.louiscrossing.com","2","1269 Sea St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"825. ","In A Pickle Restaurant","(781) 891-1212","https://www.yellowpages.com/waltham-ma/mip/in-a-pickle-restaurant-480985450","American Restaurants,Delicatessens,French Restaurants","http://www.in-a-pickle.com","2","265 Moody St","Waltham","MA","02453","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"826. ","Prince Restaurant","(781) 233-9950","https://www.yellowpages.com/saugus-ma/mip/prince-restaurant-467785365","Italian Restaurants,Pizza,Mediterranean Restaurants","http://www.princepizzeria.com","4","517 Broadway","Saugus","MA","01906","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"827. ","Early American Restaurant","(617) 328-8225","https://www.yellowpages.com/quincy-ma/mip/early-american-restaurant-14669057","American Restaurants,Restaurants","","2","1054 Hancock St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
"828. ","Little Duck Thai Restaurant","(617) 479-3157","https://www.yellowpages.com/quincy-ma/mip/little-duck-thai-restaurant-9590283","Thai Restaurants,Asian Restaurants,Family Style Restaurants","http://www.littleduck.net","2","57 Granite St","Quincy","MA","02169","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=28"
