"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"1051. ","City Limits Restaurant","(781) 986-2489","https://www.yellowpages.com/randolph-ma/mip/city-limits-restaurant-481147206","Bands & Orchestras,Night Clubs,Restaurants","http://citylimitsboston.com","","326 N Main St","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1052. ","Petrillo S Restaurant Equ","(978) 977-5330","https://www.yellowpages.com/peabody-ma/mip/petrillo-s-restaurant-equ-532121690","Caterers","","","6 Foster St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1053. ","Brothers Restaurant & Deli","(978) 717-5578","https://www.yellowpages.com/peabody-ma/mip/brothers-restaurant-deli-477529889","Delicatessens,Family Style Restaurants,Restaurants","http://brotherspeabody.com","","11 Main St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1054. ","Parziales Restaurant","(978) 224-2940","https://www.yellowpages.com/salem-ma/mip/parziales-restaurant-502834952","Family Style Restaurants,Restaurants","","","1 Boston St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1055. ","Caribe Restaurant","(978) 871-2193","https://www.yellowpages.com/peabody-ma/mip/caribe-restaurant-533498579","Caribbean Restaurants,Restaurants","","","80 Walnut St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1056. ","Ninety Nine Restaurant & Pub","(978) 657-9694","https://www.yellowpages.com/wilmington-ma/mip/ninety-nine-restaurant-pub-543903831","Steak Houses,Restaurants","http://99restaurants.com","","144 Lowell St","Wilmington","MA","01887","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1057. ","Parthenon Restaurant","(781) 986-8446","https://www.yellowpages.com/randolph-ma/mip/parthenon-restaurant-15167779","Mediterranean Restaurants,Caterers,Greek Restaurants","","","30 N Main St","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1058. ","Restaurant Seating Corp","(888) 213-3885","https://www.yellowpages.com/holbrook-ma/mip/restaurant-seating-corp-500302165","Chairs","http://www.seatingcorp.com","","250 Centre St","Holbrook","MA","02343","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1059. ","Kona Gold Restaurant","(781) 963-0661","https://www.yellowpages.com/randolph-ma/mip/kona-gold-restaurant-503945188","Hawaiian Restaurants,Restaurants","","","18 S Main St","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1060. ","Red House Chinese Restaurant","(617) 666-4300","https://www.yellowpages.com/randolph-ma/mip/red-house-chinese-restaurant-526822841","Restaurants","","","24 Union Sq","Randolph","MA","02368","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1061. ","Aurora Vietnamese American Restaurant & Bar","(978) 594-1812","https://www.yellowpages.com/salem-ma/mip/aurora-vietnamese-american-restaurant-bar-514383504","Vietnamese Restaurants","","","140 Washington St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1062. ","Ledger Restaurant","(978) 594-1861","https://www.yellowpages.com/salem-ma/mip/ledger-restaurant-537006257","American Restaurants,Restaurants","http://www.ledgersalem.com","","125 Washington St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1063. ","The Cottage Bar & Restaurant","(781) 812-1277","https://www.yellowpages.com/south-weymouth-ma/mip/the-cottage-bar-restaurant-527819552","Brew Pubs,Caterers,Bars","http://www.thecottageweymouth.com","","26 Union St","South Weymouth","MA","02190","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1064. ","Celias Restaurant","(978) 594-4275","https://www.yellowpages.com/salem-ma/mip/celias-restaurant-520596536","Family Style Restaurants,Mexican Restaurants,Restaurants","","","33 Congress St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1065. ","Roosevelt's Restaurant and Saloon","(888) 782-1133","https://www.yellowpages.com/salem-ma/mip/roosevelts-restaurant-and-saloon-2544833","Family Style Restaurants,Restaurants","","","300 Derby St","Salem","MA","01970","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1066. ","Romano's Restaurant Bessom","(781) 631-8333","https://www.yellowpages.com/marblehead-ma/mip/romanos-restaurant-bessom-551952379","Pizza,Restaurants","https://romanosdining.com","","8 Bessom St","Marblehead","MA","01945","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
"1067. ","Tb Restaurant Management","(978) 531-0249","https://www.yellowpages.com/peabody-ma/mip/tb-restaurant-management-5412689","Restaurant Management & Consultants,Family Style Restaurants,Restaurants","","","210 Andover St","Peabody","MA","01960","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=36"
