"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"121. ","Hotel Restaurant and Bartenders Union Local - CLOSED","","https://www.yellowpages.com/boston-ma/mip/hotel-restaurant-and-bartenders-union-local-8731389","Family Style Restaurants,Restaurants","","","33 Harrison Ave Fl 8","Boston","MA","02111","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"122. ","Lingo Restaurant","(617) 619-2400","https://www.yellowpages.com/cambridge-ma/mip/lingo-restaurant-5668769","Family Style Restaurants,Restaurants","http://www.littlelingocafeandbar.com","","15 Monsignor Obrien Hwy","Cambridge","MA","02141","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"123. ","Cactus Club Restaurant & Bar","(617) 236-0200","https://www.yellowpages.com/boston-ma/mip/cactus-club-restaurant-bar-16437409","Mexican Restaurants,Latin American Restaurants,Bars","","74","939 Boylston St","Boston","MA","02115","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"124. ","Douzo Modern Japanese Restaurant","(617) 859-8886","https://www.yellowpages.com/boston-ma/mip/douzo-modern-japanese-restaurant-17535210","Japanese Restaurants,Bars,Bar & Grills","http://www.douzosushi.com","44","131 Dartmouth St","Boston","MA","02116","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"125. ","Orinoco Restaurant","(617) 369-7075","https://www.yellowpages.com/boston-ma/mip/orinoco-restaurant-4921519","Latin American Restaurants,Family Style Restaurants,Caribbean Restaurants","http://www.orinocokitchen.com","16","477 Shawmut Ave","Boston","MA","02118","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"126. ","No Name Restaurant","(617) 423-2705","https://www.yellowpages.com/boston-ma/mip/no-name-restaurant-8648730","American Restaurants,Family Style Restaurants,Seafood Restaurants","http://nonamerestaurant.com","94","15 Fish Pier St E","Boston","MA","02210","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"127. ","Mela Restaurant","(617) 859-4805","https://www.yellowpages.com/boston-ma/mip/mela-restaurant-9891405","Indian Restaurants,Bars,Cocktail Lounges","http://www.melaboston.com","17","578 Tremont St","Boston","MA","02118","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"128. ","The Beehive Restaurant","(617) 423-0069","https://www.yellowpages.com/boston-ma/mip/the-beehive-restaurant-4875594","American Restaurants,Bars,Cocktail Lounges","http://www.beehiveboston.com","72","541 Tremont St","Boston","MA","02116","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"129. ","Bravo Restaurant","(617) 369-3474","https://www.yellowpages.com/boston-ma/mip/bravo-restaurant-474346688","American Restaurants,Japanese Restaurants,Sushi Bars","http://www.mfa.org","6","465 Huntington Ave","Boston","MA","02115","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
"130. ","Pops Restaurants","(617) 695-1250","https://www.yellowpages.com/boston-ma/mip/pops-restaurants-12008075","American Restaurants,Hamburgers & Hot Dogs,Caterers","","16","560 Tremont St","Boston","MA","02118","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=5"
