"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"241. ","Kaze Shabu Shabu Restaurant","(617) 338-8283","https://www.yellowpages.com/charlestown-ma/mip/kaze-shabu-shabu-restaurant-459623344","Family Style Restaurants,Restaurants","http://www.kazeshabushabu.com","","41 Essex St","Charlestown","MA","02129","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"242. ","Abigail's Restaurant-Cambridge","(617) 945-9086","https://www.yellowpages.com/south-boston-ma/mip/abigails-restaurant-cambridge-472579726","Family Style Restaurants,Restaurants","","","291 W 3rd St","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"243. ","Mi Rancho Restaurant","(617) 561-7777","https://www.yellowpages.com/east-boston-ma/mip/mi-rancho-restaurant-8923639","Restaurants","","","30 Bennington St","East Boston","MA","02128","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"244. ","Broadway Restaurant","(617) 765-8660","https://www.yellowpages.com/south-boston-ma/mip/broadway-restaurant-543619211","Family Style Restaurants,Restaurants","","","412 W Broadway","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"245. ","Lola 42 Restaurant","(617) 268-4001","https://www.yellowpages.com/south-boston-ma/mip/lola-42-restaurant-547408432","Restaurant Management & Consultants,Family Style Restaurants,Restaurants","","","383 Dorchester Ave","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"246. ","Capo Restaurant","(617) 993-8080","https://www.yellowpages.com/south-boston-ma/mip/capo-restaurant-525166115","Italian Restaurants,Bars,Restaurants","http://www.caposouthboston.com","","443 W Broadway","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"247. ","New Ming Liang Restaurant","(617) 561-5158","https://www.yellowpages.com/east-boston-ma/mip/new-ming-liang-restaurant-7470335","Asian Restaurants,Chinese Restaurants,Restaurants","","","339 Meridian St","East Boston","MA","02128","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"248. ","Mi Pueblito Restaurant","(617) 569-3787","https://www.yellowpages.com/east-boston-ma/mip/mi-pueblito-restaurant-2331243","Latin American Restaurants,Caterers,Mexican Restaurants","http://www.mipueblitorestaurantboston.com","","333 Border St","East Boston","MA","02128","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"249. ","Fish Pier Restaurant","(617) 269-2111","https://www.yellowpages.com/south-boston-ma/mip/fish-pier-restaurant-545159547","Family Style Restaurants,Restaurants","","","512 E Broadway","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"250. ","Fuji Restaurant","(617) 399-6228","https://www.yellowpages.com/south-boston-ma/mip/fuji-restaurant-538564942","Japanese Restaurants,Family Style Restaurants,Asian Restaurants","","","38 Damrell St","South Boston","MA","02127","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"251. ","Cfs Restaurant Group Inc","(617) 337-5055","https://www.yellowpages.com/charlestown-ma/mip/cfs-restaurant-group-inc-548707236","Family Style Restaurants,Restaurants","","","529 Main St","Charlestown","MA","02129","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"252. ","Tremont 958 Restaurant Corp","(617) 442-4656","https://www.yellowpages.com/roxbury-crossing-ma/mip/tremont-958-restaurant-corp-538490709","Family Style Restaurants,Restaurants","","","958 Tremont St","Roxbury Crossing","MA","02120","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
"253. ","Boston Restaurant Brokers","(617) 285-7875","https://www.yellowpages.com/charlestown-ma/mip/boston-restaurant-brokers-533452639","Business Brokers","","","128 Cambridge St","Charlestown","MA","02129","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=9"
