"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"361. ","Stockyard Restaurant","(617) 782-4700","https://www.yellowpages.com/brighton-ma/mip/stockyard-restaurant-12500111","American Restaurants,Barbecue Restaurants,Hamburgers & Hot Dogs","http://www.stockyardrestaurant.com","22","135 Market St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"362. ","Bamboo Thai Restaurant","(617) 734-8192","https://www.yellowpages.com/brighton-ma/mip/bamboo-thai-restaurant-11901750","Thai Restaurants,Breakfast, Brunch & Lunch Restaurants,Caterers","http://www.bamboo-thairestaurant.com","8","1616 Commonwealth Ave","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"363. ","The Marina Restaurant & Bar At the Wharf","(781) 629-3798","https://www.yellowpages.com/revere-ma/mip/the-marina-restaurant-bar-at-the-wharf-504553814","Bars,Seafood Restaurants,Italian Restaurants","http://www.marinaatthewharf.com","8","543 N Shore Rd","Revere","MA","02151","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"364. ","Grasshopper Vegan Restaurant","(617) 254-8883","https://www.yellowpages.com/allston-ma/mip/grasshopper-vegan-restaurant-1104337","Vegetarian Restaurants,Health Food Restaurants,Restaurants","http://www.grasshoppervegan.com","14","1 N Beacon St","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"365. ","Delfino Restaurant","(617) 327-8359","https://www.yellowpages.com/roslindale-ma/mip/delfino-restaurant-16014640","Italian Restaurants,Seafood Restaurants,Family Style Restaurants","http://www.delfinorestaurant.com","7","754 South St","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"366. ","Buk Kyung Restaurant","(617) 254-2775","https://www.yellowpages.com/allston-ma/mip/buk-kyung-restaurant-9344073","Korean Restaurants,Asian Restaurants,Restaurants","http://bukkyungrestaurant.com","8","151 Brighton Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"367. ","Bukhara Restaurant","(617) 522-2195","https://www.yellowpages.com/jamaica-plain-ma/mip/bukhara-restaurant-12379064","Indian Restaurants,American Restaurants,Middle Eastern Restaurants","http://www.bukharaindian.com","12","701 Centre St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"368. ","Presto Pizzeria Restaurant","(617) 232-4545","https://www.yellowpages.com/brighton-ma/mip/presto-pizzeria-restaurant-1688830","Pizza,Restaurants","","7","1936 Beacon St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"369. ","Thai Place Restaurant","(617) 782-5782","https://www.yellowpages.com/allston-ma/mip/thai-place-restaurant-3309800","Thai Restaurants,Take Out Restaurants,Asian Restaurants","http://www.thaiplaceallston.com","8","184 Brighton Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"370. ","Dokbua Thai Restaurant","(617) 232-2955","https://www.yellowpages.com/brookline-ma/mip/dokbua-thai-restaurant-456027961","Thai Restaurants,Asian Restaurants,Caterers","http://www.dokbua-thai.com","9","411 Harvard St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"371. ","Donna's Restaurant","(617) 568-9314","https://www.yellowpages.com/east-boston-ma/mip/donnas-restaurant-19382208","American Restaurants,Coffee Shops,Family Style Restaurants","http://www.donnasrestaurant.org","6","980 Saratoga St","East Boston","MA","02128","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"372. ","Jim's Deli & Restaurant","(617) 787-2626","https://www.yellowpages.com/brighton-ma/mip/jims-deli-restaurant-1946596","American Restaurants,Delicatessens,Family Style Restaurants","http://jimsdeliboston.com","6","371 Washington St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"373. ","Merengue Restaurant","(617) 445-5403","https://www.yellowpages.com/roxbury-ma/mip/merengue-restaurant-2453854","Caterers,Family Style Restaurants,Cuban Restaurants","http://www.merenguerestaurant.com","5","156 Blue Hill Ave","Roxbury","MA","02119","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"374. ","Corrib Pub & Restaurant","(617) 787-0882","https://www.yellowpages.com/brighton-ma/mip/corrib-pub-restaurant-3049933","Brew Pubs,Bars,Night Clubs","http://www.corribpub.com","6","396 Market St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"375. ","Miami Restaurant","(617) 522-4644","https://www.yellowpages.com/jamaica-plain-ma/mip/miami-restaurant-12186817","Mexican Restaurants,Family Style Restaurants,Take Out Restaurants","","4","381 Centre St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"376. ","Pleasant Cafe & Restaurant","(617) 323-2111","https://www.yellowpages.com/roslindale-ma/mip/pleasant-cafe-restaurant-10853400","Coffee Shops,American Restaurants,Italian Restaurants","http://www.pleasantcafe.com","8","4515 Washington St","Roslindale","MA","02131","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"377. ","Cityside Restaurant & Bar","(617) 566-1002","https://www.yellowpages.com/brighton-ma/mip/cityside-restaurant-bar-3816846","American Restaurants,Bars,Night Clubs","http://www.citysidebar.com","5","1960 Beacon St","Brighton","MA","02135","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
"378. ","La Siesta Restaurante","(617) 846-2300","https://www.yellowpages.com/winthrop-ma/mip/la-siesta-restaurante-6143462","Mexican Restaurants,Family Style Restaurants,Latin American Restaurants","http://www.lasiestarestaurante.com","3","70 Woodside Ave","Winthrop","MA","02152","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=13"
