"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"451. ","P & L Restaurant Inc","(617) 277-2999","https://www.yellowpages.com/brookline-ma/mip/p-l-restaurant-inc-544212132","Restaurants","","","187 Harvard St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"452. ","Brookline Family Restaurant","(617) 277-4466","https://www.yellowpages.com/brookline-ma/mip/brookline-family-restaurant-4626596","American Restaurants,Greek Restaurants,Mediterranean Restaurants","http://brooklinefamily.com","","305 Washington St","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"453. ","Khayyam Restaurant","(617) 383-6264","https://www.yellowpages.com/brookline-ma/mip/khayyam-restaurant-451797260","Family Style Restaurants,Middle Eastern Restaurants,Restaurants","http://khayyambrookline.com","","404 Harvard St","Brookline","MA","02446","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"454. ","Latino Restaurant & Grill","(617) 884-4600","https://www.yellowpages.com/chelsea-ma/mip/latino-restaurant-grill-1483659","Latin American Restaurants,Bar & Grills,Family Style Restaurants","","","910 Broadway","Chelsea","MA","02150","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"455. ","Tastees Carribean Restaurant","(617) 427-4688","https://www.yellowpages.com/dorchester-ma/mip/tastees-carribean-restaurant-451800298","Family Style Restaurants,Restaurants","","","388 Blue Hill Ave","Dorchester","MA","02121","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"456. ","King Do Restaurant","(617) 436-5464","https://www.yellowpages.com/dorchester-ma/mip/king-do-restaurant-16019287","Asian Restaurants,Vietnamese Restaurants,Restaurants","http://kingdorestaurant.com","","1229 Dorchester Ave","Dorchester","MA","02125","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"457. ","Bernards Restaurant","(617) 738-3388","https://www.yellowpages.com/brookline-ma/mip/bernards-restaurant-480984216","Family Style Restaurants,Restaurants","https://www.bernardschestnuthill.com","","55 Boylston St","Brookline","MA","02445","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"458. ","Aurum Restaurant","(617) 522-3377","https://www.yellowpages.com/jamaica-plain-ma/mip/aurum-restaurant-495365536","Caterers,Restaurants","","","377 Centre St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"459. ","Arbat Restaurant Inc","(617) 254-0001","https://www.yellowpages.com/allston-ma/mip/arbat-restaurant-inc-544315633","Family Style Restaurants,Restaurants","http://arbatboston.com","","20 Linden St Ste 221","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"460. ","Crystal Restaurant","(617) 254-0001","https://www.yellowpages.com/allston-ma/mip/crystal-restaurant-544507126","Hotels","http://www.crystalrestaurantboston.com/#!location/c2q4","","20 Linden St","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"461. ","Massive Restaurant Group Inc","(617) 522-1210","https://www.yellowpages.com/jamaica-plain-ma/mip/massive-restaurant-group-inc-505308325","Family Style Restaurants,Pizza,Delicatessens","","","378 Centre St","Jamaica Plain","MA","02130","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"462. ","Daiwa Restaurant","(617) 566-7344","https://www.yellowpages.com/allston-ma/mip/daiwa-restaurant-22293159","Asian Restaurants,Restaurants","","","204 Harvard Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
"463. ","Arian Restaurant","(617) 208-8072","https://www.yellowpages.com/allston-ma/mip/arian-restaurant-472156042","Restaurants,Middle Eastern Restaurants,Chinese Restaurants","http://www.arianarestaurantboston.com","","129 Brighton Ave","Allston","MA","02134","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=16"
