"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"601. ","Moultons Surf and Turf Restaurant","(781) 396-6466","https://www.yellowpages.com/medford-ma/mip/moultons-surf-and-turf-restaurant-11999037","Seafood Restaurants,Restaurants","http://www.moultonsrestaurant.com","3","178 Winthrop St","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"602. ","Shanghai Village Restaurant","(781) 646-6897","https://www.yellowpages.com/arlington-ma/mip/shanghai-village-restaurant-5271471","Chinese Restaurants","http://shanghaivillagerestaurant.com","3","434 Massachusetts Ave","Arlington","MA","02474","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"603. ","Ho Win Palace Restaurant","(617) 389-2348","https://www.yellowpages.com/everett-ma/mip/ho-win-palace-restaurant-15407864","Chinese Restaurants,Seafood Restaurants,Asian Restaurants","http://www.howinpalace.com","3","22 Everett Ave","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"604. ","Kaya Restaurant","(617) 497-5656","https://www.yellowpages.com/cambridge-ma/mip/kaya-restaurant-474252463","Japanese Restaurants,Family Style Restaurants,Asian Restaurants","http://ittyo.com","3","1924 Massachusetts Ave","Cambridge","MA","02140","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"605. ","Bocelli's Restaurant & Pizza","(781) 396-7070","https://www.yellowpages.com/medford-ma/mip/bocellis-restaurant-pizza-8506754","Pizza,Italian Grocery Stores,Take Out Restaurants","","2","374 Main St","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"606. ","Park Restaurant & Bar","(617) 491-9851","https://www.yellowpages.com/cambridge-ma/mip/park-restaurant-bar-26172661","American Restaurants,Family Style Restaurants,Take Out Restaurants","http://www.parkcambridge.com","1","59 Jfk St","Cambridge","MA","02138","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"607. ","Chriscillas Restaurant","(617) 389-1080","https://www.yellowpages.com/everett-ma/mip/chriscillas-restaurant-4642333","Pizza,Italian Restaurants,Take Out Restaurants","http://www.chriscillas.com","1","447 Broadway","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"608. ","Cancun Restaurant","(617) 381-0140","https://www.yellowpages.com/everett-ma/mip/cancun-restaurant-18563210","Mexican & Latin American Grocery Stores,Take Out Restaurants,Caterers","http://www.cancunrestaurantma.com","1","432 Broadway","Everett","MA","02149","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"609. ","Ittyo Restaurant","(617) 354-5944","https://www.yellowpages.com/cambridge-ma/mip/ittyo-restaurant-464866360","Japanese Restaurants,Korean Restaurants,Asian Restaurants","http://www.ittyo.com","1","1815 Massachusetts Ave","Cambridge","MA","02140","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"610. ","Lucky Star Chinese Restaurant","(781) 395-0304","https://www.yellowpages.com/medford-ma/mip/lucky-star-chinese-restaurant-11449352","Asian Restaurants,Chinese Restaurants,Restaurants","","1","466 Salem St","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"611. ","Portofino Restaurant","(781) 324-1163","https://www.yellowpages.com/malden-ma/mip/portofino-restaurant-496645819","Family Style Restaurants,Restaurants","","1","157 Pleasant St","Malden","MA","02148","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"612. ","Broken Yolk Restaurant","(781) 397-0628","https://www.yellowpages.com/malden-ma/mip/broken-yolk-restaurant-6880867","Restaurants","","1","251 Broadway Ste 5","Malden","MA","02148","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"613. ","Paul Revere Restaurant","(781) 395-9867","https://www.yellowpages.com/medford-ma/mip/paul-revere-restaurant-2342559","American Restaurants,Take Out Restaurants,Family Style Restaurants","","1","447 High St","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"614. ","Newcomb Farms Family Restaurant","(617) 472-9641","https://www.yellowpages.com/quincy-ma/mip/newcomb-farms-family-restaurant-14334425","Family Style Restaurants,Take Out Restaurants,Restaurants","","1","31 Beale St","Quincy","MA","02170","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"615. ","Molana Restaurant","(617) 923-2554","https://www.yellowpages.com/watertown-ma/mip/molana-restaurant-368901","Middle Eastern Restaurants,Mediterranean Restaurants,Caterers","http://www.molanarestaurant.com","2","5 Spring St","Watertown","MA","02472","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"616. ","China Sun Restaurant","(617) 625-6068","https://www.yellowpages.com/somerville-ma/mip/china-sun-restaurant-17456098","Chinese Restaurants,Asian Restaurants,Restaurants","","1","7 Holland St","Somerville","MA","02144","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"617. ","Demos Restaurant","(617) 924-9660","https://www.yellowpages.com/watertown-ma/mip/demos-restaurant-4977294","Middle Eastern Restaurants,Greek Restaurants,Mediterranean Restaurants","http://demosgreekcuisine.com","1","64 Mount Auburn St","Watertown","MA","02472","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"618. ","Tartufo Restaurant","(617) 244-8833","https://www.yellowpages.com/newton-center-ma/mip/tartufo-restaurant-6121689","Italian Restaurants,Mediterranean Restaurants,Family Style Restaurants","http://www.tartuforestaurant.com","1","22 Union St","Newton Center","MA","02459","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"619. ","Happy Haddock Restaurant","(781) 395-3222","https://www.yellowpages.com/medford-ma/mip/happy-haddock-restaurant-20270676","Restaurants","http://www.nonamerestaurant.com","1","491 Riverside Ave","Medford","MA","02155","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"620. ","Bertucci's Italian Restaurant","(617) 244-4900","https://www.yellowpages.com/newton-ma/mip/bertuccis-italian-restaurant-545908814","Italian Restaurants,Restaurants,Pizza","https://www.bertuccis.com/?y_source=1_OTkwNTgwMS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","","275 Centre St","Newton","MA","02458","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"621. ","Besito Restaurant Chestnut Hill","(617) 527-1155","https://www.yellowpages.com/chestnut-hill-ma/mip/besito-restaurant-chestnut-hill-472219257","Restaurants,Shoe Stores","http://www.stuartweitzman.com","","199 Boylston St Ste N211","Chestnut Hill","MA","02467","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"622. ","Pearl Street Station Restaurant","(781) 322-6410","https://www.yellowpages.com/malden-ma/mip/pearl-street-station-restaurant-4963833","American Restaurants,Bars,Pizza","http://www.pearlstreetrestaurant.com","","53 Summer St","Malden","MA","02148","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
"623. ","Ninety Nine Restaurant & Pub","(617) 472-5000","https://www.yellowpages.com/quincy-ma/mip/ninety-nine-restaurant-pub-543913009","Steak Houses,Restaurants","http://99restaurants.com","","59 Newport Ave","Quincy","MA","02171","https://www.yellowpages.com/search?search_terms=Restaurent&geo_location_terms=Boston,Ma&page=21"
